span,img_urls,ctype,index,block_num,merge_contents,doc_group,h1,h2,h3
,./image/ioniq5_2024/538_6_img.jpeg,image,,538_6,,1003,8.  비상시 응급 조치,타이어 공기압 경보 시스템 (TPMS),타이어를 교체할 경우
"""('HyundaiSansTextKR', 0, 9)""",,text,,538_7,20인치 휠 및 타이어 탈착 시 타이어 응급 처치키트(TMK)안에 있는 전용 리무버(1)를 사용하여 휠 커버를 분리하십시오. (20인치 휠 적용시) ,1003,8.  비상시 응급 조치,타이어 공기압 경보 시스템 (TPMS),타이어를 교체할 경우
"""('HyundaiSansHeadKR', 0, 10)"", ""('HyundaiSansTextKR', 0, 9)""",,text,,538_10, 못이나 도로 파편으로 인한 갑작스러운 타이어 손상은 타이어 공기압 경보 시스템으로감지되지 않습니다. 타이어 공기압 경보 시스템의 부품을 임의로조절하거나 교체하지 마십시오. 타이어 공기압 경보 시스템이 정상적으로 작동하지 않을수 있습니다. 저압 타이어를 정확히 감지하기 위해서는 각타이어 휠에 타이어 공기압 감지 센서가 장착되어야 합니다. 센서가 예비 타이어 또는다른 곳에 장착되면 경고등이 켜질 수 있습니다. 타이어를 교체할 때 타이어 공기압 감지 센서가 분실 또는 손상되지 않도록 주의하십시오.,1003,8.  비상시 응급 조치,타이어 공기압 경보 시스템 (TPMS),타이어를 교체할 경우
"""('HyundaiSansHeadKR', 0, 10)"", ""('HyundaiSansTextKR', 0, 9)""",,text,,538_13," 외부 요인으로 인한 갑작스런 타이어 손상은즉시 감지되지 않습니다. 차체가 불안정하면곧바로 가속 페달에서 발을 떼고 천천히 안전한 장소로 이동하여 차량을 점검하십시오. 타이어 공기압 경보 시스템의 작동을 방해하는 어떤 개조, 변형도 하지 마십시오. 시중에서 판매하는 휠에는 타이어 공기압 감지 센서가 없습니다. 안전을 위해 타이어 공기압 감지 센서가 장착된 품질과 성능을 만족하는 휠을 사용하십시오. 순정부품은 품질과 성능을 당사가 보증하는 부품입니다. 타이어 공기압 감지 시스템의 부품을 임의로조절하거나 교체하지 마십시오. 타이어 공기압 감지 시스템이 정상적으로 작동하지 않을 수 있습니다. ",1003,8.  비상시 응급 조치,타이어 공기압 경보 시스템 (TPMS),타이어를 교체할 경우
"""('HyundaiSansTextKRMedium', 13416, 14)""",,text,h2,539_0,타이어 펑크 시 조치 방법,1004,8.  비상시 응급 조치,타이어 펑크 시 조치 방법,
"""('HyundaiSansTextKRMedium', 13416, 12)""",,text,h3,539_1,타이어 응급 처치 키트(TMK),1005,8.  비상시 응급 조치,타이어 펑크 시 조치 방법,타이어 응급 처치 키트(TMK)
,./image/ioniq5_2024/539_2_img.jpeg,image,,539_2,,1005,8.  비상시 응급 조치,타이어 펑크 시 조치 방법,타이어 응급 처치 키트(TMK)
"""('HyundaiSansTextKR', 0, 9)""",,text,,539_3,이 설명서의 내용을 충분히 숙지한 후에 타이어응급 처치 키트(TMK)를 사용하십시오.,1005,8.  비상시 응급 조치,타이어 펑크 시 조치 방법,타이어 응급 처치 키트(TMK)
"""('HyundaiSansTextKR', 0, 9)""",,text,,539_4,(1) 컴프레서(2) 실런트(봉합제)주행 중 타이어에 펑크가 나면 타이어 응급 처치 키트(TMK)를 사용하여 수리한 후 당사 직영하이테크센터나 블루핸즈에서 점검을 받으십시오.못이나 날카로운 물체로 인한 트레드부 펑크로타이어 공기압이 충분하지 않은 경우에만 타이어 응급 처치 키트(TMK)를 사용하십시오.,1005,8.  비상시 응급 조치,타이어 펑크 시 조치 방법,타이어 응급 처치 키트(TMK)
"""('HyundaiSansTextKR', 6908265, 2)""",,text,,539_6, TMK는 Tire Mobility Kit의 약자입니다.,1005,8.  비상시 응급 조치,타이어 펑크 시 조치 방법,타이어 응급 처치 키트(TMK)
"""('HyundaiSansHeadKR', 0, 10)"", ""('HyundaiSansTextKR', 0, 9)""",,text,,539_9, 타이어 응급 처치 키트(TMK)를 사용하여 타이어를 적절히 봉합한 후 80 km/h 이하 속도로 200 km 이내의 당사 직영 하이테크센터나 블루핸즈에서 타이어를 교체하십시오. 타이어 응급 처치 키트(TMK)를 사용하여 타이어를 수리한 상태에서는 비정상적이고 갑작스러운 운전은 반드시 피하십시오. 특히무거운 짐이 있거나 트레일러를 사용할 경우더욱 안전에 유의하십시오.,1005,8.  비상시 응급 조치,타이어 펑크 시 조치 방법,타이어 응급 처치 키트(TMK)
,./image/ioniq5_2024/539_13_img.jpeg,image,,539_13,,1005,8.  비상시 응급 조치,타이어 펑크 시 조치 방법,타이어 응급 처치 키트(TMK)
"""('HyundaiSansTextKR', 0, 9)""",,text,,539_14,트레드 부 : 타이어가 노면과 접촉하는 두꺼운고무층 부분타이어 응급 처치 키트(TMK)로는 트레드부만봉합할 수 있습니다.타이어가 심각하게 손상되거나 타이어 측면이손상된 경우에는 타이어 응급 처치 키트(TMK)를 사용하지 말고 당사 직영 하이테크센터나 블루핸즈에서 점검 및 정비를 받으십시오.심각한 손상이나 측면 손상에 타이어 응급 처치키트(TMK)를 사용할 경우 심각한 사고가 날 수있습니다.,1005,8.  비상시 응급 조치,타이어 펑크 시 조치 방법,타이어 응급 처치 키트(TMK)
"""('HyundaiSansTextKRMedium', 0, 10)""",,text,h4,540_0,타이어 응급 처치 키트(TMK) 장치 구성,1006,8.  비상시 응급 조치,타이어 펑크 시 조치 방법,타이어 응급 처치 키트(TMK)
,./image/ioniq5_2024/540_1_img.png,image,,540_1,,1006,8.  비상시 응급 조치,타이어 펑크 시 조치 방법,타이어 응급 처치 키트(TMK)
"""('HyundaiSansTextKR', 0, 9)""",,text,,540_3,(1) 속도 제한 표시 라벨(2) 실런트(봉합제) 및 실런트 용기(3) 주입 호스(4) 다용도 소켓 연결 커넥터 및 케이블(5) 실런트 용기 장착부(6) 컴프레서(7) 전원 스위치(8) 타이어 압력 게이지(9) 타이어 압력 조절 버튼,1006,8.  비상시 응급 조치,타이어 펑크 시 조치 방법,타이어 응급 처치 키트(TMK)
"""('HyundaiSansTextKR', 6908265, 2)""",,text,,540_5," 커넥터와 케이블, 연결호스는 컴프레서에 연결되어 있습니다.",1006,8.  비상시 응급 조치,타이어 펑크 시 조치 방법,타이어 응급 처치 키트(TMK)
"""('HyundaiSansTextKRMedium', 0, 10)""",,text,h4,541_0,타이어 응급 처치 키트(TMK) 사용법,1007,8.  비상시 응급 조치,타이어 펑크 시 조치 방법,타이어 응급 처치 키트(TMK)
,./image/ioniq5_2024/541_3_img.jpeg,image,,541_3,,1007,8.  비상시 응급 조치,타이어 펑크 시 조치 방법,타이어 응급 처치 키트(TMK)
"""('HyundaiSansTextKR', 0, 9)""",,text,,541_4,타이어 응급 처치 키트(TMK)를 사용하기 전에컴프레서에 부착되어 있는 설명서를 주의 깊게읽으십시오.속도 제한 표시 라벨을 컴프레서에서 떼어 내어잘 보이는 곳에 부착하고 주행하는 동안 속도를지키십시오.타이어 공기압만 조절할 경우 본 장의 '타이어공기압 조절 시 사용법'을 따르십시오.,1007,8.  비상시 응급 조치,타이어 펑크 시 조치 방법,타이어 응급 처치 키트(TMK)
"""('HyundaiSansTextKR', 6908265, 2)""",,text,,541_7, 타이어 공기압만 조절할 경우 8장 '타이어 공기압 조절 시 사용법'을 참고하십시오.,1007,8.  비상시 응급 조치,타이어 펑크 시 조치 방법,타이어 응급 처치 키트(TMK)
"""('HyundaiSansTextKR', 0, 9)""",,text,,541_9,아래의 사용 방법을 엄격히 따르십시오. 1. 실런트(봉합제) 용기를 흔드십시오.,1007,8.  비상시 응급 조치,타이어 펑크 시 조치 방법,타이어 응급 처치 키트(TMK)
,./image/ioniq5_2024/541_10_img.jpeg,image,,541_10,,1007,8.  비상시 응급 조치,타이어 펑크 시 조치 방법,타이어 응급 처치 키트(TMK)
"""('HyundaiSansTextKR', 0, 9)""",,text,,541_12,"2. 주입 호스(3)를 [A]방향으로 용기(2)에 연결하고, 실런트(봉합제) 용기(2)를 [B]방향으로 실런트 용기 장착부(5)에 연결하여 고정하십시오.",1007,8.  비상시 응급 조치,타이어 펑크 시 조치 방법,타이어 응급 처치 키트(TMK)
,./image/ioniq5_2024/541_13_img.jpeg,image,,541_13,,1007,8.  비상시 응급 조치,타이어 펑크 시 조치 방법,타이어 응급 처치 키트(TMK)
"""('HyundaiSansHeadKR', 0, 10)"", ""('HyundaiSansTextKR', 0, 9)""",,text,,541_16, 어린이 손에 닿지 않도록 보관하십시오. 눈에 들어가거나 먹지 않도록 주의하십시오.,1007,8.  비상시 응급 조치,타이어 펑크 시 조치 방법,타이어 응급 처치 키트(TMK)
"""('HyundaiSansTextKR', 0, 9)""",,text,,541_18,3. 컴프레서의 전원 스위치(7)가 꺼져 있는지확인하십시오.4. 손상된 타이어의 휠 공기 주입구 캡을 열고주입 호스(3)를 휠 공기 주입구에 연결하여고정하십시오.,1007,8.  비상시 응급 조치,타이어 펑크 시 조치 방법,타이어 응급 처치 키트(TMK)
,./image/ioniq5_2024/541_19_img.jpeg,image,,541_19,,1007,8.  비상시 응급 조치,타이어 펑크 시 조치 방법,타이어 응급 처치 키트(TMK)
"""('HyundaiSansTextKR', 0, 9)""",,text,,541_22,공기 주입구가 제대로 연결되지 않은 상태에서 실런트(봉합제) 주입 시 역류되어 공기 주입구가 막힐 수 있습니다.,1007,8.  비상시 응급 조치,타이어 펑크 시 조치 방법,타이어 응급 처치 키트(TMK)
"""('HyundaiSansTextKR', 0, 9)""",,text,,542_0,5. 다용도 소켓 연결 커넥터 및 케이블(4)을 차량의 다용도 소켓에 연결하십시오.,1007,8.  비상시 응급 조치,타이어 펑크 시 조치 방법,타이어 응급 처치 키트(TMK)
,./image/ioniq5_2024/542_1_img.jpeg,image,,542_1,,1007,8.  비상시 응급 조치,타이어 펑크 시 조치 방법,타이어 응급 처치 키트(TMK)
"""('HyundaiSansTextKR', 0, 9)""",,text,,542_2,6. 차량 시동을 거십시오.7. 컴프레서를 켜고 적정 타이어 공기압이 될때까지 5~7분간 실런트(봉합제)를 주입하십시오.  적정 타이어 공기압은 1장 '타이어 및 휠'이나 운전석 B 필라에 부착된 '타이어 표준공기압 라벨'을 참고하십시오. 타이어 공기압은 나중에 다시 확인하여 재조절하십시오.,1007,8.  비상시 응급 조치,타이어 펑크 시 조치 방법,타이어 응급 처치 키트(TMK)
"""('HyundaiSansTextKR', 0, 9)""",,text,,542_4,타이어 공기압이 29 psi(200 kpa) 이하인경우 차량을 주행하지 마십시오. ,1007,8.  비상시 응급 조치,타이어 펑크 시 조치 방법,타이어 응급 처치 키트(TMK)
"""('HyundaiSansTextKR', 0, 9)""",,text,,542_6,8. 컴프레서 전원 스위치(7)를 눌러 컴프레서를끄십시오. 9. 실런트(봉합제) 용기 커넥터와 타이어 공기주입구에 연결된 호스를 분리하십시오. 타이어 응급 처치 키트(TMK)는 차량 내 제자리에보관하십시오.,1007,8.  비상시 응급 조치,타이어 펑크 시 조치 방법,타이어 응급 처치 키트(TMK)
"""('HyundaiSansTextKR', 0, 9)""",,text,,542_7,10.타이어에 실런트(봉합제)를 고르게 분배하기 위해 실런트(봉합제) 주입 후 즉시 20km/h 이상의 속도로 7~10 km 또는 10분 정도 주행하십시오.실런트(봉합제)를 타이어에 주입한 후 주행하면 타이어 내부에 실런트(봉합제)가 도포되고 주행 중 진동 및 미세한 타이어 발열에의해 펑크 부위를 막아 타이어 공기압이 유지됩니다.,1007,8.  비상시 응급 조치,타이어 펑크 시 조치 방법,타이어 응급 처치 키트(TMK)
,./image/ioniq5_2024/542_8_img.jpeg,image,,542_8,,1007,8.  비상시 응급 조치,타이어 펑크 시 조치 방법,타이어 응급 처치 키트(TMK)
"""('HyundaiSansTextKR', 0, 9)""",,text,,542_11,"실런트(봉합제)를 사용하여 펑크난 타이어를 수리한 경우, 안전을 위해 80 km/h 이하로 주행하십시오.주행 중에 이상 진동 또는 소음이 발생하거나 주행감이 거칠게 느껴지는 경우, 속도를줄이고 안전한 곳에 주차한 후 견인하여 당사 직영 하이테크센터나 블루핸즈에서 점검및 정비를 받으십시오.",1007,8.  비상시 응급 조치,타이어 펑크 시 조치 방법,타이어 응급 처치 키트(TMK)
"""('HyundaiSansTextKR', 0, 9)""",,text,,542_13,11.차량을 안전한 장소에 주차하십시오.,1007,8.  비상시 응급 조치,타이어 펑크 시 조치 방법,타이어 응급 처치 키트(TMK)
"""('HyundaiSansTextKR', 0, 9)""",,text,,543_0,12.주입 호스(3)를 타이어 휠 공기 주입구에 바로 연결하십시오.,1007,8.  비상시 응급 조치,타이어 펑크 시 조치 방법,타이어 응급 처치 키트(TMK)
,./image/ioniq5_2024/543_1_img.jpeg,image,,543_1,,1007,8.  비상시 응급 조치,타이어 펑크 시 조치 방법,타이어 응급 처치 키트(TMK)
"""('HyundaiSansTextKR', 0, 9)""",,text,,543_2,"13.다용도 소켓 연결 커넥터 및 케이블을 차량의 다용도 소켓에 연결하십시오.14.시동 'ON' 상태에서 다음과 같은 방법으로타이어 공기압을 적정 공기압으로 조절하십시오.  타이어 공기압을 높이려면, 컴프레서를 켜고 공기압을 적정 공기압으로 조절하십시오. 타이어 공기압을 낮추려면, 컴프레서의 타이어 압력 조절 버튼(9)을 눌러 적정 공기압으로 조절하십시오. 현재의 타이어 공기압을 알아보려면, 컴프레서를 끄십시오. 적정 타이어 공기압은 1장 '타이어 및 휠'이나 운전석 B 필라에 부착된 '타이어 표준공기압 라벨'을 참고하십시오.",1007,8.  비상시 응급 조치,타이어 펑크 시 조치 방법,타이어 응급 처치 키트(TMK)
"""('HyundaiSansTextKR', 0, 9)""",,text,,543_4,컴프레서를 10분 이상 작동하지 마십시오. 과열되거나 손상될 수 있습니다.,1007,8.  비상시 응급 조치,타이어 펑크 시 조치 방법,타이어 응급 처치 키트(TMK)
"""('HyundaiSansTextKR', 0, 9)""",,text,,543_7,"공기압이 일정하게 유지되지 않는 경우, 다시한번 20 km/h 이상의 속도로 7~10 km 또는10분 정도 주행하십시오. 이후 다시 타이어 압력 조절 과정을 수행하십시오.4 mm 이상의 타이어 손상은 타이어 응급 처치키트(TMK)로 수리하지 말고 당사 직영 하이테크센터나 블루핸즈에서 점검 및 정비를 받으십시오.",1007,8.  비상시 응급 조치,타이어 펑크 시 조치 방법,타이어 응급 처치 키트(TMK)
"""('HyundaiSansTextKR', 0, 9)""",,text,,543_10,적정 타이어 공기압이 유지되지 않는 경우 주행을 멈추고 견인하여 당사 직영 하이테크센터나블루핸즈에서 점검 및 정비를 받으십시오.적정 타이어 공기압은 1장 '타이어 및 휠'이나운전석 B 필라에 부착된 '타이어 표준 공기압라벨'을 참고하십시오.,1007,8.  비상시 응급 조치,타이어 펑크 시 조치 방법,타이어 응급 처치 키트(TMK)
"""('HyundaiSansTextKR', 6908265, 9)""",,text,,543_12,"타이어 응급 처치 키트(TMK)의 안전한 사용법 도로를 피해 안전한 곳에서 타이어 응급 처치 키트(TMK)를 사용하십시오. 불가피하게도로에서 타이어를 수리해야 할 경우, 안전을 위해 다른 사람이 알 수 있도록 고장 자동차 정지 표지판(안전 삼각대)을 설치하십시오. 견고하고 평탄한 곳에서 파킹 브레이크를 걸어 차량이 움직이지 않도록 한 후 타이어 응급 처치 키트(TMK)를 사용하십시오. 지정된 차량에만 타이어 응급 처치 키트(TMK)를 사용하십시오. 자전거나 오토바이,다른 타입의 타이어에는 사용하지 마십시오. 못이나 나사와 같은 날카로운 물질이 타이어에 박혔을 경우 임의로 제거하지 말고 그대로 둔 상태로 당사 직영 하이테크센터나 블루핸즈에서 점검 및 정비를 받으십시오. 임의로 제거하려다 타이어 안으로 이물질이 들어갈 수 있습니다. 실런트(봉합제) 위의 설명서를 숙지한 후에타이어 응급 처치 키트(TMK)를 사용하십시오.",1007,8.  비상시 응급 조치,타이어 펑크 시 조치 방법,타이어 응급 처치 키트(TMK)
"""('HyundaiSansHeadKR', 0, 10)"", ""('HyundaiSansTextKR', 0, 9)""",,text,,544_0, 시동이 걸린 상태에서 컴프레서를 사용하십시오. 그렇지 않으면 차량 배터리가 방전될수 있습니다. 타이어 응급 처치 키트(TMK)로 타이어를 수리한 후 타이어 응급 처치 키트(TMK)를 버려두고 떠나지 마십시오. 컴프레서를 10분 이상 작동하지 마십시오.과열되거나 손상될 수 있습니다. 주변 기온이 -30 °C 이하일 때는 사용하지마십시오. 유효기간이 지난 실런트(봉합제)는 사용하지 마십시오. 새 실런트(봉합제)를 구매해 사용하십시오. 어린이의 손이 닿지 않는 곳에 보관하십시오.,1007,8.  비상시 응급 조치,타이어 펑크 시 조치 방법,타이어 응급 처치 키트(TMK)
"""('HyundaiSansHeadKR', 0, 10)"", ""('HyundaiSansTextKR', 0, 9)""",,text,,544_2," 실런트(봉합제)가 피부에 묻었을 경우, 다량의 물로 씻으십시오. 자극이 지속되면 의사의 진찰을 받으십시오. 실런트(봉합제)가 눈에 들어갔을 경우, 눈꺼풀을 들어 올려 다량의 물로 15분 이상 씻으십시오. 자극이 지속되면 의사의 진찰을 받으십시오. 실런트(봉합제)를 마신 경우, 입을 씻어내고다량의 물을 마시십시오. 단, 의식이 없는 환자에게는 먹을 것을 주지 말고 즉시 의사의진찰을 받도록 하십시오. 실런트(봉합제)에 장시간 노출될 경우, 신장등 신체조직이 손상될 수 있습니다.",1007,8.  비상시 응급 조치,타이어 펑크 시 조치 방법,타이어 응급 처치 키트(TMK)
"""('HyundaiSansTextKRMedium', 0, 10)""",,text,h4,544_4,타이어 공기압 조절 시 사용법1. 차량을 안전한 장소에 주차하십시오.2. 주입 호스(3)를 타이어 밸브에 바로 연결하십시오.,1008,8.  비상시 응급 조치,타이어 펑크 시 조치 방법,타이어 응급 처치 키트(TMK)
,./image/ioniq5_2024/544_5_img.jpeg,image,,544_5,,1008,8.  비상시 응급 조치,타이어 펑크 시 조치 방법,타이어 응급 처치 키트(TMK)
"""('HyundaiSansTextKR', 0, 9)""",,text,,544_6,"3. 다용도 소켓 연결 커넥터 및 케이블(4)을 차량의 다용도 소켓에 연결하십시오.4. 시동 'ON' 상태에서 다음과 같은 방법으로타이어 공기압을 적정 공기압으로 조절하십시오. 타이어 공기압을 높이려면, 컴프레서를 켜고 공기압을 적정 공기압으로 조절하십시오. 타이어 공기압을 낮추려면, 컴프레서의 타이어 압력 조절 버튼(9)을 눌러 적정 공기압으로 조절하십시오. 현재의 타이어 공기압을 알아보려면, 컴프레서를 끄십시오. 적정 타이어 공기압은 1장 '타이어 및 휠'이나 운전석 B 필라에 부착된 '타이어 표준공기압 라벨'을 참고하십시오.",1008,8.  비상시 응급 조치,타이어 펑크 시 조치 방법,타이어 응급 처치 키트(TMK)
"""('HyundaiSansTextKR', 0, 9)""",,text,,544_8,타이어 공기압만 조절할 경우에는 실런트는 사용하지 마십시오.,1008,8.  비상시 응급 조치,타이어 펑크 시 조치 방법,타이어 응급 처치 키트(TMK)
"""('HyundaiSansHeadKR', 0, 10)"", ""('HyundaiSansTextKR', 0, 9)""",,text,,545_1," 품질이나 성능이 부적합한 타이어 응급 처치키트(실런트(봉합제)포함)를 사용하지 마십시오. 품질이나 성능이 부적합한 실런트(봉합제)가 타이어 공기압 감지센서 고장을 유발할 수 있습니다. 순정부품 실런트(봉합제)는 품질과 성능을 당사가 보증하는 부품입니다.  타이어 응급 처치 키트(TMK)를 사용하여 펑크난 타이어를 수리한 후, 타이어 공기압 센서와 휠에 묻은 실런트(봉합제)를 신속히 제거하십시오. 타이어 공기압 센서와 휠에 실런트(봉합제)가 묻어있으면 TPMS 경고등이켜질 수 있습니다. TPMS 경고등이 켜지는경우 당사 직영 하이테크센터나 블루핸즈에서 점검 및 정비를 받으십시오. 타이어 및 휠을 수리한 후에 재장착할 때 휠너트는 11~13 kgf.m 토크로 체결하십시오. 실런트 용기와 주입 호스(3)는 재사용할 수없습니다. 한 번 사용 후에는 구매하여 사용하십시오.",1008,8.  비상시 응급 조치,타이어 펑크 시 조치 방법,타이어 응급 처치 키트(TMK)
"""('HyundaiSansHeadKR', 0, 9)""",,text,,545_3,"실런트(봉합제)와 예비 부품은 당사 직영 하이테크센터에서 구매할 수 있습니다.빈 실런트(봉합제) 용기는 가정에서 폐기물로배출하고, 남은 실런트(봉합제)는 하이테크센터에 요청하여 폐기하십시오.",1008,8.  비상시 응급 조치,타이어 펑크 시 조치 방법,타이어 응급 처치 키트(TMK)
"""('HyundaiSansTextKRMedium', 13416, 14)""",,text,h2,545_4,차량 견인,1009,8.  비상시 응급 조치,차량 견인,
"""('HyundaiSansTextKRMedium', 13416, 12)""",,text,h3,545_5,견인 트럭으로 견인 시,1010,8.  비상시 응급 조치,차량 견인,견인 트럭으로 견인 시
,./image/ioniq5_2024/545_6_img.jpeg,image,,545_6,,1010,8.  비상시 응급 조치,차량 견인,견인 트럭으로 견인 시
"""('HyundaiSansTextKR', 0, 8)""",,text,,545_7,"[A] 돌리견인이 필요한 경우 되도록 당사 직영 하이테크센터나 블루핸즈, 또는 견인 전문 업체를 이용하십시오. 이 차량을 견인하는 가장 좋은 방법은 차량 전체를 들어 올려 견인 차량에 싣는 상차 견인입니다. 상차 견인을 할 수 없는 경우에는 앞바퀴또는 뒷바퀴를 지그에 올리고 나머지 바퀴를 지면에 닿지 않도록 돌리를 사용하여 견인하십시오.",1010,8.  비상시 응급 조치,차량 견인,견인 트럭으로 견인 시
"""('HyundaiSansTextKRMedium', 0, 10)""",,text,h4,546_0,"차량 견인 전 짧은 거리 이동 시 주의 사항 견인 트럭으로 상차하거나 차량의 위치 조절이필요한 경우에만 10 m 이내의 매우 짧은 거리를 5 km/h 이하의 속도로 이동하십시오.이때, 차량의 변속기 기어는 ‘N’(중립) 상태이며 주차 브레이크는 해제해야 합니다. 변속기및 주차브레이크 조작이 불가능한 경우에는 뒷바퀴를 들어 올린 상태로 이동하십시오.",1011,8.  비상시 응급 조치,차량 견인,견인 트럭으로 견인 시
"""('HyundaiSansTextKRMedium', 0, 10)""",,text,h4,546_1,상차 견인 시,1012,8.  비상시 응급 조치,차량 견인,견인 트럭으로 견인 시
,./image/ioniq5_2024/546_2_img.jpeg,image,,546_2,,1012,8.  비상시 응급 조치,차량 견인,견인 트럭으로 견인 시
"""('HyundaiSansTextKR', 0, 9)""",,text,,546_3,상차 견인 시 소프트 벨트로 타이어를 감싸서차량을 견인 차량에 확실하게 고정하십시오.,1012,8.  비상시 응급 조치,차량 견인,견인 트럭으로 견인 시
"""('HyundaiSansTextKR', 0, 9)""",,text,,546_5,상차 견인시 연결 고리를 차체 또는 샤시에 연결하지 마십시오. 차량이 손상될 수 있습니다.,1012,8.  비상시 응급 조치,차량 견인,견인 트럭으로 견인 시
"""('HyundaiSansTextKR', 0, 9)""",,text,,546_8,사륜구동 차량은 보통의 견인 트럭으로 견인할수 없습니다. 반드시 차량 전체를 들어 올리는상차 견인 방식으로 견인하십시오.,1012,8.  비상시 응급 조치,차량 견인,견인 트럭으로 견인 시
"""('HyundaiSansTextKRMedium', 0, 10)""",,text,h4,546_10,이륜구동 차량,1013,8.  비상시 응급 조치,차량 견인,견인 트럭으로 견인 시
"""('HyundaiSansTextKR', 0, 9)""",,text,,546_11,이륜구동 차량은 다음과 같은 방법으로 견인할수 있습니다. 상차 견인 뒷바퀴를 구속한 상태에서 차량 기어를 ‘N’(중립) 상태로 두고 주차 브레이크를 풀어 앞바퀴를 땅에 대고 견인뒷바퀴가 지면에 닿은 상태로는 견인하지 마십시오.,1013,8.  비상시 응급 조치,차량 견인,견인 트럭으로 견인 시
,./image/ioniq5_2024/546_12_img.jpeg,image,,546_12,,1013,8.  비상시 응급 조치,차량 견인,견인 트럭으로 견인 시
"""('HyundaiSansTextKR', 0, 9)""",,text,,546_15,타이어 구속 방식으로 견인할 경우 차량이 손상될 수 있으니 되도록 상차 견인 방식으로 견인하십시오.,1013,8.  비상시 응급 조치,차량 견인,견인 트럭으로 견인 시
"""('HyundaiSansTextKRMedium', 0, 10)""",,text,h4,547_0,측면 에어백 장착 차량차량 견인 시 반드시 시동을 끄십시오.시동 'ON' 상태에서 차량이 기울어지면 차량이전복된 것으로 감지하여 측면 에어백이 전개될수 있습니다.,1014,8.  비상시 응급 조치,차량 견인,견인 트럭으로 견인 시
"""('HyundaiSansHeadKR', 0, 10)"", ""('HyundaiSansTextKR', 0, 9)""",,text,,547_2, 서스펜션 구속 방식으로 견인하지 마십시오.범퍼 및 하부 부품이 손상될 수 있습니다.,1014,8.  비상시 응급 조치,차량 견인,견인 트럭으로 견인 시
,./image/ioniq5_2024/547_3_img.jpeg,image,,547_3,,1014,8.  비상시 응급 조치,차량 견인,견인 트럭으로 견인 시
"""('HyundaiSansHeadKR', 0, 10)"", ""('HyundaiSansTextKR', 0, 9)""",,text,,547_4, 뒷바퀴가 지면에 닿은 상태로 차량 앞부분을들어 올려 견인하지 마십시오. 구동 계통이손상될 수 있습니다.,1014,8.  비상시 응급 조치,차량 견인,견인 트럭으로 견인 시
,./image/ioniq5_2024/547_5_img.jpeg,image,,547_5,,1014,8.  비상시 응급 조치,차량 견인,견인 트럭으로 견인 시
"""('HyundaiSansHeadKR', 0, 10)"", ""('HyundaiSansTextKR', 0, 9)""",,text,,547_6, 견인할 때 범퍼 및 하부 부품 손상에 주의하십시오.,1014,8.  비상시 응급 조치,차량 견인,견인 트럭으로 견인 시
"""('HyundaiSansTextKRMedium', 13416, 12)""",,text,h3,547_8,탈부착 견인 후크 ,1015,8.  비상시 응급 조치,차량 견인,탈부착 견인 후크 
"""('HyundaiSansTextKR', 0, 9)""",,text,,547_9,"되도록 당사 직영 하이테크센터나 견인 전문 업체의 견인 트럭을 사용해 견인하십시오.견인 트럭 사용이 어려운 경우, 매뉴얼의 내용을 준수하여 견인 후크를 사용해 견인하십시오. 매뉴얼 내용을 준수하지 않으면 차량 부품이 파손될 수 있습니다.",1015,8.  비상시 응급 조치,차량 견인,탈부착 견인 후크 
"""('HyundaiSansTextKR', 0, 7)""",,text,,547_10,앞,1015,8.  비상시 응급 조치,차량 견인,탈부착 견인 후크 
,./image/ioniq5_2024/547_11_img.jpeg,image,,547_11,,1015,8.  비상시 응급 조치,차량 견인,탈부착 견인 후크 
"""('HyundaiSansTextKR', 0, 7)""",,text,,547_13,뒤,1015,8.  비상시 응급 조치,차량 견인,탈부착 견인 후크 
,./image/ioniq5_2024/547_14_img.jpeg,image,,547_14,,1015,8.  비상시 응급 조치,차량 견인,탈부착 견인 후크 
"""('HyundaiSansTextKR', 0, 9)""",,text,,547_15,1. 공구 박스에서 견인 후크를 꺼내십시오.2. 범퍼의 홀 커버를 눌러 홀 커버를 분리하십시오. 앞범퍼의 홀 커버 아래쪽 누름 뒤범퍼 홀 커버의 위쪽 누름3. 견인 후크를 홀에 넣어 오른쪽으로 끝까지돌려 체결하십시오.분리할 때는 체결할 때의 역순으로 분리하십시오.,1015,8.  비상시 응급 조치,차량 견인,탈부착 견인 후크 
"""('HyundaiSansTextKR', 0, 9)""",,text,,548_1,견인 후크를 정확히 체결하지 않으면 차체가 손상되거나 관련 부품이 변형될 수 있습니다.,1015,8.  비상시 응급 조치,차량 견인,탈부착 견인 후크 
"""('HyundaiSansTextKR', 0, 9)""",,text,,548_4,견인 후크를 정확히 체결하십시오. 견인 시 견인력에 의해 견인 후크가 튕겨 나가면 심각한상처를 입거나 사고가 날 수 있습니다.,1015,8.  비상시 응급 조치,차량 견인,탈부착 견인 후크 
"""('HyundaiSansTextKRMedium', 13416, 14)""",,text,h2,548_6,사고 및 차량 화재 시 응급조치,1016,8.  비상시 응급 조치,사고 및 차량 화재 시 응급조치,
"""('HyundaiSansTextKRMedium', 13416, 12)""",,text,h3,548_7,사고 또는 고장 시 행동 요령,1017,8.  비상시 응급 조치,사고 및 차량 화재 시 응급조치,사고 또는 고장 시 행동 요령
