doc_table_contents,question,answer
"설명서 대제목:7.  운전자 보조
설명서 중제목:크루즈 컨트롤 (CC)
설명서 소제목:일시 해제
자동으로다음 상황에서는 자동으로 일시 해제 됩니다. ‘N’(중립)단으로 변속할 경우 주행 중 주차 브레이크를 사용할 경우 속도가 설정속도보다 20 km/h 낮아질 경우  속도가 25 km/h 이하로 낮아진 경우  주행 차속이 190 km/h 이상인 경우 차체 자세 제어(ESC)가 작동할 경우클러스터의 설정속도가 ‘회색’으로 표시되면서일시적으로 크루즈 컨트롤 기능이 해제됩니다.크루즈 표시등()은 계속 켜져 있습니다.
위의 상황 이외에 자동으로 일시 해제된 경우에는 당사 직영 하이테크센터나 블루핸즈에서 점검을 받으십시오.",크루즈 컨트롤 기능이 자동으로 일시 해제되는 상황은 어떤 경우인가요?,"크루즈 컨트롤 기능이 자동으로 일시 해제되는 상황은 'N'단으로 변속할 경우, 주행 중 주차 브레이크를 사용할 경우, 속도가 설정속도보다 20 km/h 낮아질 경우, 속도가 25 km/h 이하로 낮아진 경우, 주행 차속이 190 km/h 이상인 경우, 차체 자세 제어(ESC)가 작동할 경우입니다."
"설명서 대제목:7.  운전자 보조
설명서 중제목:크루즈 컨트롤 (CC)
설명서 소제목:재설정
재설정
+ 또는 스위치를 조작하면 현재 차량 속도로 설정됩니다. 버튼을 조작하면 직전에 설정했던 속도로설정됩니다.단, 차량 속도가 30 km/h 미만일 경우에는 작동하지 않습니다.
 버튼을 조작하여 재설정 할 때는 해제 직전의 설정속도로 빠르게 증가할 수 있으므로 사전에 도로 상황을 확인하고 운전자가 이전의 설정속도를 확인 가능한 경우에만 사용하십시오.",크루즈 컨트롤을 재설정할 때 어떤 조작을 해야 하나요?,크루즈 컨트롤을 재설정하기 위해서는 + 또는 스위치를 조작해야 합니다.
"설명서 대제목:7.  운전자 보조
설명서 중제목:크루즈 컨트롤 (CC)
설명서 소제목:기능 해제
기능 해제
크루즈 컨트롤을 끄려면  버튼을 누르십시오. 클러스터의 크루즈 표시등()이 꺼지면서 기능이 꺼집니다. 
 크루즈 컨트롤을 사용하지 않을 때는 의도하지 않게 주행속도가 설정되는 것을 방지하기위해 반드시 기능을 끄십시오. 크루즈 표시등()이 꺼지는 것을 확인하십시오. 속도를 설정할 때는 반드시 법규로 정해진규정속도 이내로 설정하십시오. 크루즈 컨트롤은 주행이 원활한 도로에서만사용하십시오. 아래 상황에서는 사고가 발생할 사용하지 마십시오.- 고속도로 인터체인지, 톨게이트 부근- 정체된 고속도로- 비, 눈, 얼음 등으로 미끄러워진 도로- 급커브길- 경사가 급한 내리막길이나 오르막길- 기상 상태가 좋지 않거나 시야 확보가 어려운 경우(안개, 눈, 비, 모래바람 등)- 바람이 많이 부는 도로  예기치 못한 상황 발생시 사고의 위험이 있습니다. 도로 및 주행 상태에 대하여 세심하고 지속적인 주의를 기울이십시오. 안전 운전을 위한 차량 조작의 책임은 운전자에게 있습니다. 항상 주의를 기울이고 안전하게 운전하십시오. 크루즈 컨트롤에만 의존하면 사고가 날 수 있습니다. 차량을 견인할 때 크루즈 컨트롤 기능을 사용하지 마십시오. ",크루즈 컨트롤을 끄려면 어떤 버튼을 눌러야 하나요?,크루즈 컨트롤을 끄려면 버튼을 누르면 됩니다.
"설명서 대제목:7.  운전자 보조
설명서 중제목:스마트 크루즈 컨트롤 (SCC)
설명서 소제목:
스마트 크루즈 컨트롤 (SCC)
전방의 차량을 인식하여 거리를 유지하고, 운전자가 설정한 속도로 주행하도록 도와줍니다.추월 가속 보조스마트 크루즈 컨트롤 작동 중 운전자의 추월의지가 판단되면 가속하여 추월을 도와줍니다.운전 스타일 연동
평소 학습한 운전자의 주행 성향(차간거리, 가속 강도, 반응속도)을 반영하여 스마트 크루즈컨트롤이 작동됩니다.
 SCC는 Smart Cruise Control의 약자입니다.",설명서 대제목은 무엇인가요?,운전자 보조
"설명서 대제목:7.  운전자 보조
설명서 중제목:스마트 크루즈 컨트롤 (SCC)
설명서 소제목:
인식 센서
(1) 전방 카메라(2) 전방 레이더전방의 차량을 인식하기 위해서 인식 센서로 전방 카메라와 전방 레이더가 사용됩니다. 인식 센서의 상세 위치는 그림을 참고하시기 바랍니다.
스마트 크루즈 컨트롤은 전방 카메라 및 전방레이더를 이용하는 기능으로 그 성능을 최적으로 유지하기 위해서는 전방 카메라 및 전방 레이더의 관리에 주의가 필요합니다. 전방 카메라 및 전방 레이더 센서의 자세한 주의 사항은 「전방 충돌방지 보조 (FCA) (센서퓨전)」  내용을 참고하십시오.",설명서 대제목은 무엇인가요?,운전자 보조
"설명서 대제목:7.  운전자 보조
설명서 중제목:스마트 크루즈 컨트롤 (SCC)
설명서 소제목:스마트 크루즈 컨트롤 설정
기능 설정 
스마트 크루즈 컨트롤 켜기
스마트 크루즈 컨트롤을 켜고자 할 때는 주행보조 버튼을 누르십시오. 현재 클러스터의 속도로 스마트 크루즈 컨트롤의 속도가 설정됩니다.전방의 차량이 없는 경우 설정된 속도로 자차의속도가 유지되고, 전방의 차량이 있는 경우 설정된 차간거리를 유지하기 위해 속도가 조절됩니다. 전방의 차량이 가속을 하여 차간거리가멀어질 경우, 설정된 속도까지 가속한 후 정속주행합니다.
 자차의 속도가 0~30 km/h 이내인 상황에서주행 보조 버튼을 누르면 스마트 크루즈 컨트롤의 설정속도가 30 km/h로 설정됩니다.
차간거리 설정
차간거리 버튼을 누를 때마다 차간거리가 변경됩니다.
  자차의 속도가 90 km/h 이면 아래와 같이차간거리가 유지됩니다.4단계 - 약 52.5 m3단계 - 약 40 m2단계 - 약 32.5 m1단계 - 약 25 m 스마트 크루즈 컨트롤이 꺼졌다가 다시 켜지거나 일시해제 후 다시 켜지면 운전자가 마지막으로 설정한 차간거리 단계로 작동됩니다.
설정속도 증가
「+」  스위치를 짧게 올릴 경우 1 km/h씩 설정속도가 증가합니다.「+」  스위치를 길게 올릴 경우 10의 배수로설정속도가 증가합니다. 클러스터 속도 단위를 mph로 설정하면 5의 배수로 설정속도가증가합니다. 180 km/h 까지만 속도가 설정할 수 있습니다.
「+」  스위치를 길게 올릴 경우 설정속도가 빠르게 변경되어 자차의 속도가 빠르게 증가할 수있으므로 주의를 기울이십시오.
설정속도 감소
「-」  스위치를 짧게 내릴 경우 1 km/h씩 설정속도가 감소합니다.「-」  스위치를 길게 내릴 경우 10의 배수로설정속도가 감소합니다. 클러스터 속도 단위를 mph로 설정하면 5의 배수로 설정속도가감소합니다. 30 km/h 까지만 속도가 설정할 수 있습니다.
일시 해제
「」  스위치를 누르거나 브레이크 페달을 밟으면 스마트 크루즈 컨트롤은 일시 해제합니다.
일시 해제 후 켜기
스마트 크루즈 컨트롤을 일시 해제 후 켜고자할 때는 「+」 , 「-」  또는 「」  스위치를 조작하십시오. 「+」  또는 「-」  스위치를 조작하면현재 클러스터의 속도로 스마트 크루즈 컨트롤의 속도가 설정됩니다. 「」  스위치를 누르면 일시 해제 전 설정속도로 스마트 크루즈 컨트롤의 속도가 설정됩니다.
일시 해제 후 「」  스위치를 누르면 스마트크루즈 컨트롤이 켜지면서 자차의 속도가 빠르게 증가하거나 감소할 수 있으므로 이전 설정속도를 먼저 확인한 후 스위치를 조작하십시오.
스마트 크루즈 컨트롤 끄기
스마트 크루즈 컨트롤을 끄고자 할 때는 주행보조 버튼을 누르십시오. 
 수동 속도 제한 보조가 적용된 경우에는 주행보조 버튼을 길게 누르면 스마트 크루즈 컨트롤이 꺼지면서 수동 속도 제한 보조가 켜집니다. 
드라이브 모드 연동  스마트 크루즈 컨트롤은 드라이브 모드에서설정된 모드와 연동되어 가속하는 정도가 변경됩니다. 드라이브 모드 적용 시드라이브 모드 설정을 변경하면 스마트 크루즈 컨트롤의 가속하는 정도가 아래와 같이변경됩니다.
  드라이브 모드에 대한 자세한 내용은 「통합주행 모드 시스템」 을 참고하십시오. 일부 드라이브 모드에서는 스마트 크루즈 컨트롤 작동 조건을 만족하지 않아 기능이 해제되거나 켜지지 않을 수 있습니다. 드라이브 모드가 적용되지 않은 차량의 스마트 크루즈 컨트롤은 가속하는 정도가 ‘보통’으로 작동됩니다.
운전 스타일 연동 
 시동 「ON」  상태에서 설정 메뉴의 「운전자보조 > 스마트 크루즈 컨트롤 > 운전 스타일연동」 을 선택하면 스마트 크루즈 컨트롤은운전자의 주행 성향(‘차간거리’, ‘가속 강도’,‘반응속도’)과 연동됩니다. 스마트 크루즈 컨트롤이 ‘드라이브 모드 연동’으로 작동 중 차간거리 버튼 「」  을 길게 누르면 ‘운전 스타일 연동’으로 전환됩니다. 다시 차간거리 버튼을 길게 누를 경우 드라이브 모드 연동으로 전환됩니다.
  운전 스타일 연동 사양이 적용될 경우에는설정 메뉴 「운전자 보조 > 스마트 크루즈 컨트롤」  에서 ‘드라이브 모드 연동’ 과 ‘운전 스타일 연동’ 을 선택할 수 있습니다. ‘드라이브 모드 연동’을 선택하면 스마트 크루즈 컨트롤은 드라이브 모드와 연동됩니다.
운전 스타일 보기 
시동 「ON」  상태에서 설정 메뉴의 「운전자 보조 > 스마트 크루즈 컨트롤 > 운전 스타일 설정」에서 운전자의 주행 성향(‘차간거리’, ‘가속 강도’, ‘반응 속도’)을 확인하고 개별적으로 설정할 수 있습니다. 
  ‘운전 스타일 연동’이 선택된 경우에만 ‘운전스타일 설정’이 표시됩니다. 운전자의 주행 성향은 운전자가 직접 주행하는 상황에서 지속적으로 학습하여 반영됩니다.
####### 표 #######
표: 440_13
|    | 변경됩니다.   | 변경됩니다.          |
|---:|:--------------|:---------------------|
|  0 | 드라이브 모드 | 스마트 크루즈 컨트롤 |
|  1 | SNOW          | 보통                 |
|  2 | ECO           | 느리게               |
|  3 | SPORT         | 빠르게               |
|  4 | NORMAL        | 보통                 |
####### 표 종료 #######
",,
"설명서 대제목:7.  운전자 보조
설명서 중제목:스마트 크루즈 컨트롤 (SCC)
설명서 소제목:스마트 크루즈 컨트롤 설정
경고 음량 
시동 「ON」  상태에서 설정 메뉴의 「운전자 보조 > 경고 음량」 을 선택하면 스마트 크루즈 컨트롤의 충돌 경고 음량을 ‘크게’, ‘중간’ 및 ‘작게’로 변경할 수 있습니다. 경고 음량 설정을 변경하면, 차내 다른 시스템의 경고 음량도 함께 변경될 수 있습니다. 경고에 대해 충분히 확인한 후에 변경하십시오.
 시동 「OFF」  > 「ON」  시에도 경고 음량 설정은 유지됩니다.",설명서 대제목은 무엇인가요?,운전자 보조
"설명서 대제목:7.  운전자 보조
설명서 중제목:스마트 크루즈 컨트롤 (SCC)
설명서 소제목:스마트 크루즈 컨트롤 작동
작동 조건스마트 크루즈 컨트롤 작동을 위해 아래 조건을모두 만족하면 기능을 켤 수 있습니다.
기본 기능 기어가 「D」 단에 위치한 경우 운전석 도어가 닫혀있는 경우 전자식 파킹 브레이크(EPB)가 체결되지 않은 경우 자차의 속도가 작동 속도 범위에 있는 경우- 전방의 차량이 없을 경우: 10 ~ 180 km/h- 전방의 차량이 있을 경우: 0 ~ 180 km/h 차체자세 제어 장치(ESC) 장치/ABS가 켜진경우 차체자세 제어(ESC) 장치/ABS가 작동하지않은 경우 전방 충돌방지 보조 제동 제어가 작동하지않은 경우 원격 스마트 주차 보조의 제동 제어가 작동하지 않은 경우(사양 적용시)
 정차 상태에서 전방의 차량이 있는 경우에는 브레이크 페달을 밟아야 스마트 크루즈 컨트롤을켤 수 있습니다.
추월 가속 보조스마트 크루즈 컨트롤 작동 중 아래의 조건을모두 만족한 상태에서 운전석 측으로 방향지시등 스위치를 조작할 경우 추월 가속 보조 기능이 작동됩니다. 자차 속도 60 km/h 이상인 경우 비상 경고등이 꺼진 경우 전방의 차량이 있는 경우 차간거리 유지를 위한 감속이 필요하지 않은경우
 전방의 차량이 있는 상태에서 운전석 측으로방향지시등 스위치를 조작할 경우 일시적으로 가속하니 위험 상황을 대비해 항상 주의를 기울이십시오. 국가별 주행 방향(좌측통행/우측통행)과 관계없이 추월 가속 보조 기능의 작동 조건을만족하면 기능이 작동합니다. 주행 방향이다른 국가에서 사용할 경우 위험 상황을 대비해 항상 주의를 기울이십시오.",스마트 크루즈 컨트롤을 작동하기 위한 기본 조건은 무엇인가요?,"스마트 크루즈 컨트롤을 작동하기 위한 기본 조건은 기어가 ""D"" 단에 위치하고, 운전석 도어가 닫혀 있으며, 전자식 파킹 브레이크(EPB)가 체결되지 않았으며, 자차의 속도가 작동 속도 범위에 있는 것입니다."
"설명서 대제목:7.  운전자 보조
설명서 중제목:스마트 크루즈 컨트롤 (SCC)
설명서 소제목:스마트 크루즈 컨트롤 작동
표시 및 제어
기본 기능
작동 상태
일시 해제 상태
스마트 크루즈 컨트롤 작동 상태를 보기 위해서는 클러스터를 주행 보조 모드로 설정하십시오. 클러스터를 주행 보조 모드로 설정하기 위한 자세한 내용은 「클러스터」  를 참고하십시오.스마트 크루즈 컨트롤이 작동 상태, 일시 해제상태에 따라 아래와 같이 표시됩니다. 작동 상태
(1) 전방 차량 유무 및 설정된 차간거리 단계가 표시됩니다.(2) 설정속도가 표시됩니다.(3) 전방 차량 유무 및 목표 차간거리가 표시됩니다. 일시 해제 상태
(1) 표시등이 표시됩니다. (2) 이전 설정속도가 음영 표시됩니다.
  전방 차량은 자차와 전방 차량과의 실제 거리를 반영하여 표시됩니다. 목표 차간거리는 차속과 설정된 차간거리 단계에 따라 가변 됩니다. 차속이 낮은 경우 차간거리 단계를 변경 하더라도 목표 차간거리변경량이 적을 수 있습니다. 
일시적인 속도 증가
스마트 크루즈 컨트롤이 켜진 상태에서 가속 페달을 밟으면 설정속도를 변경하지 않고 일시적으로 속도를 증가시킬 수 있습니다. 속도가 증가하는 동안 클러스터의 설정속도, 차간거리단계 및 목표 차간거리가 깜빡입니다.단, 가속 페달 밟음 정도가 부족한 경우 차량이감속될 수 있습니다.
가속 페달을 밟아 일시적으로 속도가 증가할 때는 전방에 차가 있어도 자동으로 속도와 거리가조절되지 않으므로 주의하십시오. ",스마트 크루즈 컨트롤이 작동 상태일 때 어떤 정보가 클러스터에 표시되나요?,"스마트 크루즈 컨트롤이 작동 상태일 때 클러스터에는 전방 차량 유무 및 설정된 차간거리 단계, 설정속도, 전방 차량 유무 및 목표 차간거리가 표시됩니다."
"설명서 대제목:7.  운전자 보조
설명서 중제목:스마트 크루즈 컨트롤 (SCC)
설명서 소제목:스마트 크루즈 컨트롤 작동
운전 스타일 연동
운전 스타일 연동이 작동되면 클러스터에 ‘운전 스타일 연동 SCC’ 문구가 2초 동안 표시되고, 운전자의 주행 성향이 반영된 차간거리 단계 및 목표 차간거리가 표시됩니다.",운전 스타일 연동이 작동되면 무엇이 클러스터에 표시되나요?,운전 스타일 연동이 작동되면 클러스터에 '운전 스타일 연동 SCC' 문구가 2초 동안 표시됩니다.
"설명서 대제목:7.  운전자 보조
설명서 중제목:스마트 크루즈 컨트롤 (SCC)
설명서 소제목:스마트 크루즈 컨트롤 작동
자동 일시 해제
아래와 같은 상황에서는 스마트 크루즈 컨트롤이 자동으로 일시 해제됩니다. 차량의 속도를 190 km/h 이상으로 가속할경우 일정시간 이상 정차할 경우 가속 페달을 일정 시간 이상 지속적으로 밟을 경우 스마트 크루즈 컨트롤 작동 조건에 해당하지 않는 경우스마트 크루즈 컨트롤이 자동 일시 해제되면 클러스터에 경고문이 표시되고, 경고음을 울려자동 일시 해제를 운전자에게 알립니다. 스마트 크루즈 컨트롤 사용 중 정차 상태에서자동 해제 조건이 발생하면 전자식 파킹 브레이크가 체결될 수 있습니다.
스마트 크루즈 컨트롤이 해제되면 전방 차량과의 간격이 유지되지 않습니다. 전방 도로 상황및 주행 상태를 확인하고 필요하면 브레이크 페달을 밟아 차량속도를 직접 조절하십시오.",설명서 대제목은 무엇인가요?,운전자 보조
"설명서 대제목:7.  운전자 보조
설명서 중제목:스마트 크루즈 컨트롤 (SCC)
설명서 소제목:스마트 크루즈 컨트롤 작동
스마트 크루즈 컨트롤이 작동하지 않는 조건
스마트 크루즈 컨트롤 작동 조건이 아닌 상황에서 기능 사용을 위해 주행 보조 버튼이나 「+」 ,「-」 , 「」  스위치를 조작하면 클러스터에문구가 표시되고, 경고음이 울려 운전자에게알립니다.",설명서 대제목은 무엇인가요?,운전자 보조
"설명서 대제목:7.  운전자 보조
설명서 중제목:스마트 크루즈 컨트롤 (SCC)
설명서 소제목:스마트 크루즈 컨트롤 작동
정차 후 재출발
스마트 크루즈 컨트롤 작동 중에는 전방의 차량이 정차하면 따라서 정차를 합니다. 정차 후 일정 시간 이내에 전방의 차량이 출발하면 자동으로 출발합니다.또한 정차 후 일정 시간이 지나면 클러스터에 ‘전방 차량 출발 시 스위치 또는 페달을 조작하십시오’ 라는 문구가 표시됩니다. 재출발을 위해서는 가속 페달을 밟거나 「+」 , 「-」  또는「」  스위치를 조작해야 합니다.",스마트 크루즈 컨트롤 작동 중에 전방의 차량이 정차하면 어떻게 작동하나요?,스마트 크루즈 컨트롤 작동 중에 전방의 차량이 정차하면 스마트 크루즈 컨트롤은 따라서 정차합니다.
"설명서 대제목:7.  운전자 보조
설명서 중제목:스마트 크루즈 컨트롤 (SCC)
설명서 소제목:스마트 크루즈 컨트롤 작동
전방 상황 주의
아래와 같은 상황이 발생할 경우 클러스터에 경고문이 표시되고, 경고음이 울려 운전자에게전방 상황 주의를 알립니다. 스마트 크루즈 컨트롤이 전방 차량과의 거리를 유지하며 일정 속도 이하로 주행 중 전방차량이 사라질 경우 ‘전방 차량 출발 시 스위치 또는 페달을 조작하십시오’ 라는 문구 표시 중 전방에 차량이없거나 원거리에 위치한 상황에서 「+」 ,「-」  또는 「」  스위치를 조작할 경우
전방 상황 주의 알림이 발생하면 새롭게 나타난전방의 차량이나 물체와 충돌할 수 있으므로 전방 도로 상황 및 주행 상태를 확인하고 필요하면 브레이크 페달을 밟아 직접 속도를 조절하십시오.",설명서 대제목은 무엇인가요?,운전자 보조
"설명서 대제목:7.  운전자 보조
설명서 중제목:스마트 크루즈 컨트롤 (SCC)
설명서 소제목:스마트 크루즈 컨트롤 작동
전방 충돌 경고
스마트 크루즈 컨트롤이 작동하는 상태에서 전방 차량과의 충돌 위험이 높을 경우 클러스터에경고문이 표시되고, 경고음이 울려 전방 충돌경고를 운전자에게 알립니다. 즉시 전방 도로상황 및 주행 상태를 확인하고 필요하면 브레이크 페달을 밟아 직접 속도를 조절하십시오. 
다음과 같은 상황에서는 스마트 크루즈 컨트롤이 ‘전방 충돌 경고’를 하지 않을 수 있으므로 위험 상황에 대비해 항상 주의를 기울이십시오. 차간거리가 가깝고 전방 차량의 속도가 자차보다 빠르거나 비슷할 경우  전방 차량의 속도가 현저히 느리거나 정차한경우  스마트 크루즈 컨트롤을 켜고 바로 가속 페달을 밟을 경우
 스마트 크루즈 컨트롤은 운전자를 위한 편의기능입니다. 차량 조작의 책임은 운전자에게있습니다. 기능에 의존하면 안되며 항상 안전운전 하십시오. 스마트 크루즈 컨트롤은 예기치 못한 상황이나 복잡한 교통상황을 인지할 수 없습니다.항상 도로 및 교통상황에 주의를 기울이고필요할 경우 브레이크 페달을 밟으십시오. 스마트 크루즈 컨트롤을 사용하지 않을 때는반드시 기능을 끄십시오. 스마트 크루즈 컨트롤 작동 중에는 차량이멈춰 있더라도 차문을 열거나 차량을 떠나지마십시오. 설정속도와 차간거리 단계는 항상 알고 있어야 합니다. 차량의 속도와 도로 조건 등에 따라 안전 거리를 유지하십시오. 특히, 고속 주행 상황에서 차간거리 단계를 가깝게 설정할 경우 전방 차량과의 충돌 등 매우 위험한 상황이 발생할 수 있으니 주의를 기울이십시오.  차간거리를 유지하는 상황에서 전방의 차량이 없어지면 설정된 속도까지 가속될 수 있으므로 위험한 상황에 대처할 수 있도록 주의를 기울이십시오. 오르막에서는 속도가 감소할 수 있으며 내리막에서는 속도가 증가할 수 있습니다. 옆 차로의 차량이 끼어드는 상황에 대처할수 있도록 주의를 기울이십시오. 다른 차량이나 트레일러를 견인할 경우 제어안전성이 떨어질 수 있으므로 스마트 크루즈컨트롤을 사용하지 않을 것을 권장합니다. 자차가 견인될 때는 스마트 크루즈 컨트롤을해제하십시오. 강한 전자파에 의해 스마트 크루즈 컨트롤이해제 될 수 있습니다. 스마트 크루즈 컨트롤 작동 중에 전방의 물체를 감지하지 못해 충돌이 발생할 수 있으므로 주의를 기울이십시오.
 전방의 차량이 차로를 자주 변경할 경우 반응속도가 느려질 수 있으며 옆 차로의 차량에 스마트 크루즈 컨트롤이 반응할 수 있습니다. 전방을 주시하여 위험한 상황에 대처할 수 있도록 주의를 기울이십시오.  경고문이 표시되지 않거나 경고음이 울리지않더라도 위험 상황을 대비해 항상 주의를기울이십시오. 안전벨트 미착용 등 다른 경고음이 우선하여발생하는 동안에는 스마트 크루즈 컨트롤 경고음이 발생하지 않을 수 있습니다. 라디오, 음향, 외부 여건에 따라 경고음이 들리지 않을 수 있으니 항상 도로 상황에 주의를 기울이십시오. 차량 제조사는 스마트 크루즈 컨트롤 작동중 운전자의 도로교통법 위반 행위나 사고에대하여 어떠한 책임도 지지 않습니다. 속도를 설정할 때는 반드시 법규로 정해진규정속도 이내로 설정하십시오.  운전자의 주행 성향이 변하면 이전에 반영된차간거리, 가속 강도, 반응속도가 변할 수 있으므로 주의를 기울이십시오.
 운전 스타일 연동의 차간거리, 가속강도, 반응속도는 운전자가 충분히 주행을 해야 실제운전자의 주행 성향이 반영됩니다.  운전 스타일 연동은 운전자의 주행 성향을판단할 때 운전자의 변경 여부를 반영하지않습니다. 눈길, 빗길, 안개, 급경사 구간 등의 특수한주행 환경에서 주행하는 경우 운전 스타일연동은 운전자의 주행 성향과 다르게 작동할수 있습니다.
  시동 또는 인식 센서 초기화(재부팅 등) 시 일정 시간 동안 기능이 작동하지 않을 수 있습니다. 스마트 크루즈 컨트롤에 의해 브레이크 제어시 소리가 날 수 있습니다. 안전하지 않은 주행 성향(급가속 등)은 운전스타일 연동에 반영되지 않을 수 있습니다. 운전 스타일 연동은 운전자의 차간거리, 가속 강도, 반응속도 외 다른 주행 성향을 반영하지 않습니다.
 스마트 크루즈 컨트롤이 작동 중이면 패들 쉬프트로 회생 제동량을 변경할 수 없습니다.
 클러스터 사양 또는 테마에 따라 이미지나 색상이 다르게 표시될 수 있습니다.",,
"설명서 대제목:7.  운전자 보조
설명서 중제목:스마트 크루즈 컨트롤 (SCC)
설명서 소제목:스마트 크루즈 컨트롤 이상 및 제한 사항
기능 이상",스마트 크루즈 컨트롤 (SCC)의 기능 이상에 대해 설명해보세요.,스마트 크루즈 컨트롤 (SCC)의 기능 이상에 대한 설명은 주어진 문맥에서 찾을 수 없습니다.
"설명서 대제목:7.  운전자 보조
설명서 중제목:스마트 크루즈 컨트롤 (SCC)
설명서 소제목:스마트 크루즈 컨트롤 이상 및 제한 사항
인식 센서 가림
전방 레이더 커버 또는 센서에 눈, 비 등 이물질이 묻으면 인식 성능이 저하되어 스마트 크루즈컨트롤이 일시적으로 작동되지 않을 수 있습니다. 이 때 클러스터에 경고를 통해 운전자에게알려줍니다 (일정 시간 후 꺼짐). 이 경우 기능고장이 아닙니다. 주변에 묻은 이물질을 제거하면 스마트 크루즈 컨트롤은 정상적으로 작동합니다. 항상 깨끗하게 유지하십시오.
인식 센서 경고문이 표시되지 않거나 경고등이켜지지 않더라도 스마트 크루즈 컨트롤이 정상작동하지 않을 수 있습니다.
시동 「OFF > ON」  직후 인식 센서가 오염된경우 또는 차량 주변에 물체가 존재하지 않는경우(개활지 등) 스마트 크루즈 컨트롤이 정상작동하지 않을 수 있습니다.",설명서 대제목은 무엇인가요?,운전자 보조
